DOI,journal_name,title,article_id,wos_id
https://doi.org/10.1016/j.chb.2022.107324,COMPUTERS IN HUMAN BEHAVIOR,"Caregivers? psychological distress, technology use, and parenting: The importance of a multidimensional perspective",33897,WOS:000807115000005
https://doi.org/10.1037/tra0001141,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Resilience to Suicidal Ideation Among College Sexual Assault Survivors: The Protective Role of Optimism and Gratitude in the Context of Posttraumatic Stress,59380,WOS:000733105200001
https://doi.org/10.1016/j.jadohealth.2022.03.006,JOURNAL OF ADOLESCENT HEALTH,"Trends in Alcohol, Cigarette, E-Cigarette, and Nonprescribed Pain Reliever Use Among Young Adults in Washington State After Legalization of Nonmedical Cannabis",30335,WOS:000816973800009
https://doi.org/10.1002/mar.21781,PSYCHOLOGY & MARKETING,Effects of donation collection methods on donation amount: Nudging donation for the cause and overhead,3620,WOS:000905576100001
https://doi.org/10.1016/j.chb.2022.107558,COMPUTERS IN HUMAN BEHAVIOR,Learning from disagreement on social media: The mediating role of like-minded and cross-cutting discussion and the moderating role of fact-checking,3882,WOS:000901491700014
https://doi.org/10.1080/14780887.2021.2003493,QUALITATIVE RESEARCH IN PSYCHOLOGY,The ethics of drug use research and 'wild self-care': a dialogue between a postgraduate student and their supervisor,61098,WOS:000723455400001
https://doi.org/10.1002/hrm.22107,HUMAN RESOURCE MANAGEMENT,Strategic human resource management in the era of environmental disruptions,48323,WOS:000768032400001
https://doi.org/10.1037/tra0001318,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Impact of the COVID-19 Pandemic for Youth With a History of Exposure to Self-Directed Violence,28347,WOS:000823989400001
https://doi.org/10.1016/j.learninstruc.2022.101713,LEARNING AND INSTRUCTION,The timing of executive function development is associated with growth in math achievement from preschool through second grade,10171,WOS:000883795200002
https://doi.org/10.1007/s11469-022-00929-4,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Psychometric Assessment and Gender Invariance of the Polish Version of the Gaming Disorder Test,15984,WOS:000864335000002
https://doi.org/10.1037/pspi0000352,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,When Alterations Are Violations: Moral Outrage and Punishment in Response to (Even Minor) Alterations to Rituals,59091,WOS:000733243700001
https://doi.org/10.1089/cyber.2022.0016,CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,"#BeautyInspo: Unraveling the Relationships Between Nonidealized Content on Different Media Platforms, Inspiration, and a Broad Conceptualization of Beauty",29094,WOS:000821878200001
https://doi.org/10.1037/met0000342,PSYCHOLOGICAL METHODS,Model-Based Incremental Validity,58876,WOS:000733129300001
https://doi.org/10.1017/S0033291722000708,PSYCHOLOGICAL MEDICINE,Brain function mediates the association between low vitamin D and neurocognitive status in female patients with major depressive disorder,2109,WOS:000776725900001
https://doi.org/10.1016/j.janxdis.2022.102643,JOURNAL OF ANXIETY DISORDERS,Longitudinal trajectories of coronavirus anxiety and health behavior use before and after the US 2020 presidential election: The effects of political orientation,9690,WOS:000878191200001
https://doi.org/10.1037/met0000441,PSYCHOLOGICAL METHODS,Measurement Invariance Testing Using Confirmatory Factor Analysis and Alignment Optimization: A Tutorial for Transparent Analysis Planning and Reporting,37130,WOS:000797151800001
https://doi.org/10.1111/jcpp.13689,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,Multivariate associations between behavioural dimensions and white matter across children and adolescents with and without attention-deficit/hyperactivity disorder,22292,WOS:000843475500001
https://doi.org/10.1037/tra0001207,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,"A Longitudinal Mediational Investigation of Risk Pathways Among Cannabis Use, Interpersonal Trauma Exposure, and Trauma-Related Distress",54604,WOS:000747997300001
https://doi.org/10.1089/cyber.2021.0052,CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,Fear of Missing Out and Irrational Procrastination in the Mobile Social Media Environment: A Moderated Mediation Analysis,65198,WOS:000693960800001
https://doi.org/10.1002/mar.21607,PSYCHOLOGY & MARKETING,"""Right"" on the day: How the timing of date-specific promotions influences consumer responses",63713,WOS:000705467200001
https://doi.org/10.1016/j.leaqua.2021.101561,LEADERSHIP QUARTERLY,Dirty looks: Politicians' appearance and unethical behaviour,42846,WOS:000782304500004
https://doi.org/10.1002/mar.21738,PSYCHOLOGY & MARKETING,Relating the dark side of new-age technologies and customer technostress,16531,WOS:000862813300001
https://doi.org/10.1016/j.ijchp.2022.100297,INTERNATIONAL JOURNAL OF CLINICAL AND HEALTH PSYCHOLOGY,Study of Sexual Concordance in Men and Women with Different Typologies of Adherence to the Sexual Double Standard,42137,WOS:000775636400003
https://doi.org/10.1177/09637214221079625,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,Concepts for Which We Need Others More: The Case of Abstract Concepts,38147,WOS:000796957500001
https://doi.org/10.1016/j.chb.2021.107083,COMPUTERS IN HUMAN BEHAVIOR,The role of proxy internet use in sequential pathways of digital exclusion: An empirical test of a conceptual model,56713,WOS:000740278900009
https://doi.org/10.1037/tra0001113,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,"Estradiol, Stress Reactivity, and Daily Affective Experiences in Trauma-Exposed Women",59850,WOS:000733068400001
https://doi.org/10.1007/s00787-021-01900-9,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Longitudinal effects of emotion awareness and regulation on mental health symptoms in adolescents with and without hearing loss,51372,WOS:000759400600001
https://doi.org/10.1002/mar.21644,PSYCHOLOGY & MARKETING,Larger = more attractive? Image size on food packages influences purchase likelihood,54176,WOS:000749660800001
https://doi.org/10.1007/s00787-022-01964-1,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Bullying at 8 years and violent offenses by 31 years: the Finnish nationwide 1981 birth cohort study,43605,WOS:000781151000001
https://doi.org/10.1016/j.jadohealth.2022.01.225,JOURNAL OF ADOLESCENT HEALTH,AIM for Teen Moms: Social Support's Role in Contraception Use Among Young Mothers,30329,WOS:000816973800013
https://doi.org/10.1016/j.chb.2022.107211,COMPUTERS IN HUMAN BEHAVIOR,Sharing emotion while spectating video game play: Exploring Twitch users' emotional change after the outbreak of the COVID-19 pandemic,49041,WOS:000759737000006
https://doi.org/10.1002/hrm.22147,HUMAN RESOURCE MANAGEMENT,Best friend or broken tool? Exploring the co-existence of humans and artificial intelligence in the workplace ecosystem,16240,WOS:000864295500001
https://doi.org/10.1037/apl0000567,JOURNAL OF APPLIED PSYCHOLOGY,Organizational-Level Perceived Support Enhances Organizational Profitability,49161,WOS:000766316600001
https://doi.org/10.1111/apps.12380,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,How contextual and individual characteristics influence psychological needs satisfaction: The critical roles of political skill and political will,49288,WOS:000766020400001
https://doi.org/10.1002/job.2630,JOURNAL OF ORGANIZATIONAL BEHAVIOR,Gender diversity and team performance under time pressure: The role of team withdrawal and information elaboration,41743,WOS:000787512400001
https://doi.org/10.1037/pspi0000371,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,New Parental Positivity: The Role of Positive Emotions in Promoting Relational Adjustment During the Transition to Parenthood,59019,WOS:000733208700001
https://doi.org/10.1037/pspi0000376,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,Policies and Prejudice: Integration Policies Moderate the Link Between Immigrant Presence and Anti-Immigrant Prejudice,55064,WOS:000744214300001
https://doi.org/10.1177/17456916211027563,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,Good Theories in Need of Better Data: Combining Clinical and Social Psychological Approaches to Study the Mechanisms Linking Relationships and Health,60074,WOS:000730602300001
https://doi.org/10.1017/S0033291720002263,PSYCHOLOGICAL MEDICINE,Examining unique and prospective relationships among self-injurious thoughts and behaviors and posttraumatic stress disorder: a network analysis in two trauma-exposed samples,44635,WOS:000773495000010
https://doi.org/10.1017/S0033291720003335,PSYCHOLOGICAL MEDICINE,A randomized controlled trial of cognitive remediation and long-acting injectable risperidone after a first episode of schizophrenia: improving cognition and work/school functioning,30673,WOS:000814804700020
https://doi.org/10.1017/S0033291722002665,PSYCHOLOGICAL MEDICINE,Disrupted dynamic network reconfiguration of the executive and reward networks in internet gaming disorder,22061,WOS:000844414100001
https://doi.org/10.1037/apl0000991,JOURNAL OF APPLIED PSYCHOLOGY,"Times Are Changing, Bias Isn't: A Meta-Meta-Analysis on Publication Bias Detection Practices, Prevalence Rates, and Predictors in Industrial/Organizational Psychology",57954,WOS:000735545100001
https://doi.org/10.1007/s11469-021-00486-2,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Coping with Stress During the Coronavirus Outbreak: the Contribution of Big Five Personality Traits and Social Support,72411,WOS:000609344200001
https://doi.org/10.1017/S0033291721005390,PSYCHOLOGICAL MEDICINE,Predictors of pharmacotherapy outcomes for body dysmorphic disorder: a machine learning approach,56631,WOS:000740867400001
https://doi.org/10.1017/S0033291722002975,PSYCHOLOGICAL MEDICINE,Pandemic paranoia in the general population: international prevalence and sociodemographic profile,17843,WOS:000859443200001
https://doi.org/10.1177/09567976211056641,PSYCHOLOGICAL SCIENCE,Explaining the Spatial Patterning of Racial Disparities in Traffic Stops Requires a Structural Perspective: Further Reflections on Stelter et al. (2022) and Ekstrom et al. (2022),46283,WOS:000774025700001
https://doi.org/10.1037/tra0001361,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Unaccompanied Migrant Children in the United States: Implementation and Effectiveness of Trauma-Focused Cognitive Behavioral Therapy,19358,WOS:000853571500001
https://doi.org/10.1017/S0033291722000599,PSYCHOLOGICAL MEDICINE,Efficacy of an internet-based cognitive behavioral therapy for subthreshold depression among Chinese adults: a randomized controlled trial,44129,WOS:000779205100001
https://doi.org/NA,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,E-Mail Notification of Your Latest Issue Online!,17417,WOS:000857963000003
https://doi.org/10.1177/10944281211046312,ORGANIZATIONAL RESEARCH METHODS,Making the Invisible Visible: Guidelines for the Coding Process in Meta-Analyses,60591,WOS:000727914300001
https://doi.org/10.1016/j.jaac.2021.04.014,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,Reward-Related Neural Circuitry in Depressed and Anxious Adolescents: A Human Connectome Project,54637,WOS:000747812300021
https://doi.org/10.1177/09567976211024254,PSYCHOLOGICAL SCIENCE,Noise Increases Anchoring Effects,60075,WOS:000729844800001
https://doi.org/10.1177/25152459211070573,ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE,"PsyBuilder: An Open-Source, Cross-Platform Graphical Experiment Builder for Psychtoolbox With Built-In Performance Optimization",193,WOS:000770931800001
https://doi.org/10.1080/17437199.2022.2143851,HEALTH PSYCHOLOGY REVIEW,Why do people sit? A framework for targeted behavior change,10246,WOS:000882937700001
https://doi.org/10.1177/01492063211011762,JOURNAL OF MANAGEMENT,Strategic Risk and Lobbying: Investigating Lobbying Breadth as Risk Management,69712,WOS:000649485800001
https://doi.org/10.1177/09637214211049233,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,The Structure of Systematicity in the Brain,45123,WOS:000778547300001
https://doi.org/10.1038/s41562-022-01464-x,NATURE HUMAN BEHAVIOUR,Confidence reflects a noisy decision reliability estimate,11240,WOS:000879717300001
https://doi.org/10.1017/S0033291722003294,PSYCHOLOGICAL MEDICINE,Demonstration of a 'leapfrog' randomized controlled trial as a method to accelerate the development and optimization of psychological interventions,10794,WOS:000878701700001
https://doi.org/10.1038/s41562-022-01386-8,NATURE HUMAN BEHAVIOUR,"The brain time toolbox, a software library to retune electrophysiology data to brain dynamics",31631,WOS:000813588100001
https://doi.org/10.1002/mar.21540,PSYCHOLOGY & MARKETING,Intergenerational influence on sustainable consumer attitudes and behaviors: Roles of family communication and peer influence in environmental consumer socialization,67818,WOS:000670276800001
https://doi.org/10.1016/j.jvb.2022.103791,JOURNAL OF VOCATIONAL BEHAVIOR,Management of fortuity: Workplace chance events and the career projections of up-or-out professionals,10407,WOS:000882058700001
https://doi.org/10.1177/17456916221127226,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,The Myth of Normal Reading,10231,WOS:000884341000001
https://doi.org/10.1037/apl0000856,JOURNAL OF APPLIED PSYCHOLOGY,Indexing Dynamic Collective Constructs Using Computer-Aided Text Analysis: Construct Validity Evidence and Illustrations Featuring Team Processes,59341,WOS:000733205600001
https://doi.org/10.1016/j.jenvp.2022.101841,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,Architectural experience: Clarifying its central components and their relation to core affect with a set of first-person-view videos,26042,WOS:000829689200001
https://doi.org/10.1017/S1041610221000818,INTERNATIONAL PSYCHOGERIATRICS,A tablet-based intervention for activating nursing home residents with dementia: results from a cluster-randomized controlled trial,44899,WOS:000780250200001
https://doi.org/10.1017/S0033291721004888,PSYCHOLOGICAL MEDICINE,Dissection of depression heterogeneity using proteomic clusters,55941,WOS:000743775500001
https://doi.org/10.1111/apps.12335,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,Work and home boundary violations during the COVID-19 pandemic: The role of segmentation preferences and unfinished tasks,67789,WOS:000671851600001
https://doi.org/10.1016/j.janxdis.2022.102532,JOURNAL OF ANXIETY DISORDERS,The OCI-CV-R: A Revision of the Obsessive-Compulsive Inventory-Child Version,41272,WOS:000788121500008
https://doi.org/10.1017/S0033291720004171,PSYCHOLOGICAL MEDICINE,An ecological study of objective rest-activity markers of lithium response in bipolar-I-disorder,17359,WOS:000857186700011
https://doi.org/10.1016/j.chb.2022.107372,COMPUTERS IN HUMAN BEHAVIOR,Predicting the moral consideration of artificial intelligences,26478,WOS:000829257100003
https://doi.org/10.1037/amp0000838,AMERICAN PSYCHOLOGIST,The Mental Health Implications of COVID-19 for Adolescents: Follow-Up of a Four-Wave Longitudinal Study During the Pandemic,57888,WOS:000735766300001
https://doi.org/10.1002/da.23295,DEPRESSION AND ANXIETY,Elucidating behavioral and functional connectivity markers of aberrant threat discrimination in PTSD,10827,WOS:000879341300001
https://doi.org/10.1177/1745691620979820,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,Psychological Science Is Not Race Neutral,71601,WOS:000627013700001
https://doi.org/10.1016/j.jvb.2022.103762,JOURNAL OF VOCATIONAL BEHAVIOR,Improving career adaptability through motivational interview among peers: An intervention of at-risk Chinese college students majoring in foreign language,6840,WOS:000888765900002
https://doi.org/10.1037/tra0001355,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Quality of Memories in Battered Women: Analysis of Positive Narratives,18454,WOS:000855903100001
https://doi.org/10.1177/09567976211070562,PSYCHOLOGICAL SCIENCE,Specific Effects of Characteristics of Enriched Environment on Innovative Problem Solving by Animals,28763,WOS:000822218600001
https://doi.org/10.1037/apl0000902,JOURNAL OF APPLIED PSYCHOLOGY,Not Very Competent but Connected: Leaders' Use of Employee Social Networks as Prisms to Make Delegation Decisions,59370,WOS:000733106400001
https://doi.org/10.1111/aphw.12347,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,Purpose in life and personal growth: The unique and joint contribution of physical activity and basic psychological needs,54146,WOS:000749681600001
https://doi.org/10.1111/apps.12337,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,Followership at a distance: Follower adjustment to distal leadership during COVID-19,66674,WOS:000680488300001
https://doi.org/10.1016/j.jvb.2022.103823,JOURNAL OF VOCATIONAL BEHAVIOR,The double-edged sword of job insecurity: When and why job insecurity promotes versus inhibits supervisor-rated performance,2743,WOS:000906919800006
https://doi.org/10.1111/jcpp.13597,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,Peer contagion dynamics in the friendships of children with ADHD,50013,WOS:000762596300001
https://doi.org/10.1016/j.jadohealth.2022.04.010,JOURNAL OF ADOLESCENT HEALTH,Multiple Impacts of Ethiopia's Health Extension Program on Adolescent Health and Well-Being: A Quasi-Experimental Study 2002-2013,16006,WOS:000863165800008
https://doi.org/10.1089/cyber.2022.0021,CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,Parental Phubbing and Internet Gaming Addiction in Children: Mediating Roles of Parent-Child Relationships and Depressive Symptoms,30155,WOS:000816948500001
https://doi.org/10.1037/tra0001060,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Psychometric Properties of the Posttraumatic Avoidance Behaviour Questionnaire Among a Treatment-Seeking Adult Sample,59402,WOS:000733119700001
https://doi.org/10.1037/tra0001050,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,"The Relationship Between Number of Trauma Types, Resilience, and Psychological Symptoms in Ex-Military Personnel From India",51342,WOS:000755962600018
https://doi.org/10.1177/09567976211043425,PSYCHOLOGICAL SCIENCE,Strength of Belief Guides Information Foraging,49927,WOS:000764240000001
https://doi.org/10.1037/tra0001229,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,"The Role of Strength-Based Parenting, Posttraumatic Stress, and Event Exposure on Posttraumatic Growth in Flood Survivors",42329,WOS:000785012700001
https://doi.org/10.1017/S0033291720003773,PSYCHOLOGICAL MEDICINE,Socio-demographic and trauma-related predictors of depression within eight weeks of motor vehicle collision in the AURORA study,25206,WOS:000832634900015
https://doi.org/10.1089/cyber.2022.0063,CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,Topics and Sentiments Influence Likes: A Study of Facebook Public Pages' Posts About COVID-19 Vaccination,23352,WOS:000840772800001
https://doi.org/10.1177/10944281211068179,ORGANIZATIONAL RESEARCH METHODS,Evaluating Interdependence in Workgroups: A Network-Based Method,49759,WOS:000758645600001
https://doi.org/10.1037/tra0000543,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Intergenerational Transmission of Risk for PTSD Symptoms in African American Children: The Roles of Maternal and Child Emotion Dysregulation,17400,WOS:000857963000005
https://doi.org/10.1016/j.ijchp.2022.100339,INTERNATIONAL JOURNAL OF CLINICAL AND HEALTH PSYCHOLOGY,"Loneliness, ageism, and mental health: The buffering role of resilience in seniors",15896,WOS:000863124400006
https://doi.org/10.1037/pspp0000430,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,Rank-Order Stability of Relationship Satisfaction: A Meta-Analysis of Longitudinal Studies,26591,WOS:000828824800001
https://doi.org/10.1177/09567976211028984,PSYCHOLOGICAL SCIENCE,Teacher Mindsets Help Explain Where a Growth-Mindset Intervention Does and Doesn't Work,57504,WOS:000737958900001
https://doi.org/10.1037/met0000479,PSYCHOLOGICAL METHODS,A Tutorial on Bayesian Networks for Psychopathology Researchers,53981,WOS:000749770100001
https://doi.org/10.1017/S0033291720003414,PSYCHOLOGICAL MEDICINE,Evaluating the mental health impacts of the COVID-19 pandemic: perceived risk of COVID-19 infection and childhood trauma predict adult depressive symptoms in urban South Africa,794,WOS:000814804700027
https://doi.org/10.1016/j.chb.2022.107244,COMPUTERS IN HUMAN BEHAVIOR,The role of family intimacy in playing collaborative e-sports with a Switch device to predict the experience of flow and anxiety during COVID-19 lockdown,44146,WOS:000776073700006
https://doi.org/10.1007/s11469-022-00978-9,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Modelling the Relationship Between Environmental and Social Cognitive Determinants of Risky Drinking Among Emerging Adults,2057,WOS:000912912400002
https://doi.org/10.1037/ap10000923,JOURNAL OF APPLIED PSYCHOLOGY,"Diversity Climate, Trust, and Turnover Intentions: A Multilevel Dynamic System",31670,WOS:000811869400006
https://doi.org/10.1111/jcpp.13686,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,Adolescent sleep quality and quantity and educational attainment: a test of multiple mechanisms using sibling difference models,21845,WOS:000844419800001
https://doi.org/10.1111/aphw.12361,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,Returning home: The role of expectations in re-entry adaptation,45373,WOS:000778507000001
https://doi.org/10.1037/met0000512,PSYCHOLOGICAL METHODS,Regression With Reduced Rank Predictor Matrices: A Model of Trade-Offs,30138,WOS:000819647100001
https://doi.org/10.1037/met0000333,PSYCHOLOGICAL METHODS,A Tutorial on Bollen and Brand's Approach to Modeling Dynamics While Attending to Dynamic Panel Bias,58642,WOS:000733112400001
https://doi.org/10.1016/j.jvb.2021.103678,JOURNAL OF VOCATIONAL BEHAVIOR,Retiring in a white coat: Doctors working after retirement,57478,WOS:000737496200001
https://doi.org/10.1017/S0033291722001337,PSYCHOLOGICAL MEDICINE,Volume of hippocampus-amygdala transition area predicts outcomes of electroconvulsive therapy in major depressive disorder: high accuracy validated in two independent cohorts,37300,WOS:000799338900001
https://doi.org/10.1016/j.jadohealth.2022.01.224,JOURNAL OF ADOLESCENT HEALTH,Adolescent Perceptions of Menstruation on Twitter: Opportunities for Advocacy and Education,30336,WOS:000816973800015
https://doi.org/10.1177/01492063221083889,JOURNAL OF MANAGEMENT,Faults and Faultlines: The Effects of Board Faultlines on CEO Dismissal,44072,WOS:000782464500001
https://doi.org/10.1016/j.jadohealth.2021.11.005,JOURNAL OF ADOLESCENT HEALTH,Efficacy of Email-delivered Versus Face-to-face Group Cognitive Behavioral Therapy for Insomnia in Youths: A Randomized Controlled Trial,35779,WOS:000798205100012
https://doi.org/10.1016/j.jenvp.2022.101802,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,The emotional influence of different geometries in virtual spaces: A neurocognitive examination,36169,WOS:000797210000002
https://doi.org/10.1007/s00787-021-01805-7,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,"Transcultural differences in suicide attempts among children and adolescents with and without migration background, a multicentre study: in Vienna, Berlin, Istanbul",68929,WOS:000655944400001
https://doi.org/10.1089/cyber.2021.0159,CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,The Online Hate Speech Cycle of Violence: Moderating Effects of Moral Disengagement and Empathy in the Victim-to-Perpetrator Relationship,50586,WOS:000759595000001
https://doi.org/10.1007/s00787-022-02024-4,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Developmental signs of ADHD and autism: a prospective investigation in 3623 children,31159,WOS:000815459000003
https://doi.org/10.1177/09637214211057836,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,"Toward a ""Standard Model"" of Early Language Learning",57726,WOS:000736384100001
https://doi.org/10.1038/s41562-021-01196-4,NATURE HUMAN BEHAVIOUR,The effects of remote work on collaboration among information workers,65209,WOS:000694566600001
https://doi.org/10.1177/17456916211018454,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,Challenging the Idea That Humans Are Not Designed to Solve Climate Change,62199,WOS:000716474700001
https://doi.org/10.1016/j.learninstruc.2022.101616,LEARNING AND INSTRUCTION,"Students' growth mindset: Relation to teacher beliefs, teaching practices, and school climate",35095,WOS:000804456000007
https://doi.org/10.1017/S0033291721004475,PSYCHOLOGICAL MEDICINE,Prior differences in previous trauma exposure primarily drive the observed racial/ethnic differences in posttrauma depression and anxiety following a recent trauma,54248,WOS:000748781500001
https://doi.org/10.1002/job.2554,JOURNAL OF ORGANIZATIONAL BEHAVIOR,My boss' passion matters as much as my own: The interpersonal dynamics of passion are a critical driver of performance evaluations,65298,WOS:000693086500001
https://doi.org/10.1037/pspp0000408,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,The Incremental Validity of Average States: A Replication and Extension of Finnigan and Vazire (2018),54019,WOS:000749836900001
https://doi.org/10.1037/tra0001329,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Emergence of Probable PTSD Among US Veterans Over the Military-to-Civilian Transition,24959,WOS:000835438400001
https://doi.org/10.1016/j.learninstruc.2021.101561,LEARNING AND INSTRUCTION,The role of strategy-based motivation in mathematical problem solving: The case of learner-generated drawings,26450,WOS:000829576600013
https://doi.org/10.1037/tra0000544,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Attachment Loss and Trauma: A Descriptive Phenomenological Analysis of Suicidality and Depression in Veterinarians,17407,WOS:000857963000022
https://doi.org/10.1007/s11469-021-00602-2,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Social Media Users Potentially Experience Different Withdrawal Symptoms to Non-social Media Users,21301,WOS:000847291600001
https://doi.org/10.1177/01492063221082537,JOURNAL OF MANAGEMENT,Does an Employee-Experienced Crisis Help or Hinder Creativity? An Integration of Threat-Rigidity and Implicit Theories,45181,WOS:000779358000001
https://doi.org/10.1177/09567976221112936,PSYCHOLOGICAL SCIENCE,Racial Prejudice Predicts Police Militarization,14047,WOS:000870450800001
https://doi.org/10.1016/j.cedpsych.2022.102066,CONTEMPORARY EDUCATIONAL PSYCHOLOGY,Diagrams support spontaneous transfer across whole number and fraction concepts,33983,WOS:000806533700007
https://doi.org/10.1016/j.learninstruc.2021.101541,LEARNING AND INSTRUCTION,Drawing to improve metacomprehension accuracy,60904,WOS:000725569800016
https://doi.org/10.1017/S0033291722002963,PSYCHOLOGICAL MEDICINE,Effect of lysergic acid diethylamide (LSD) on reinforcement learning in humans,7878,WOS:000889922800001
https://doi.org/10.1002/hrm.22087,HUMAN RESOURCE MANAGEMENT,Unraveling the relationship between high-performance work systems and firm performance: A mediation analysis,65293,WOS:000692935300001
https://doi.org/10.1177/09637214211051363,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,Research Domain Criteria (RDoC): Progress and Potential,49839,WOS:000763500500001
https://doi.org/10.1007/s00787-021-01810-w,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Trajectories of adolescent poly-substance use and their long-term social and economic outcomes for males from low-income backgrounds,69414,WOS:000656590800001
https://doi.org/10.1017/S0033291721000842,PSYCHOLOGICAL MEDICINE,Impaired executive function exacerbates neural markers of posttraumatic stress disorder,70917,WOS:000785647200001
https://doi.org/10.1111/apps.12420,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,The hidden performance costs of professional isolation? A latent change score model of professional isolation during the early stage of COVID-19 pandemic,26846,WOS:000828672300001
https://doi.org/10.1037/tra0001024,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Different Emotional Profile of Health Care Staff and General Population During the COVID-19 Outbreak,59275,WOS:000733368100001
https://doi.org/10.1089/aut.2021.0097,AUTISM IN ADULTHOOD,"""I'm the Family Ringmaster and Juggler"": Autistic Parents' Experiences of Parenting During the COVID-19 Pandemic",38994,WOS:000794382900001
https://doi.org/10.1016/j.janxdis.2022.102614,JOURNAL OF ANXIETY DISORDERS,"Adverse childhood experiences, adult anxiety and social capital among women in rural Kenya",22242,WOS:000844069000005
https://doi.org/10.1111/aphw.12384,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,Older adults' physical activity after lockdown: Testing the health action process approach and the moderating role of fear of Covid-19,28270,WOS:000823523100001
https://doi.org/10.1007/s00787-022-02040-4,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Alarming changes in the global burden of mental disorders in children and adolescents from 1990 to 2019: a systematic analysis for the Global Burden of Disease study,28374,WOS:000824254100001
https://doi.org/10.1111/apps.12383,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,Advancing a critical social psychological perspective on women's leadership: A case illustration from the Global South,46271,WOS:000773741800001
